,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
2304,Creep On Me,2,2018-08-22,"GASHI, French Montana, DJ Snake",https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd,Switzerland,34292.0,0.449,0.597,9.0,-4.401,0.14,0.347,1.03e-05,0.197,0.505,134.598,194777.0,Rap
2305,Space Jam,2,2017-05-19,"Mister V, Hayce Lemsi, Volts Face",https://open.spotify.com/track/00cbRAOr6wTPE9WBMejhiM,France,188213.0,0.753,0.718,11.0,-6.485,0.131,0.0565,1.25e-05,0.107,0.651,160.055,217827.0,Rap
2306,tundnud nii,2,2021-04-23,"Villemdrillem, Heleza",https://open.spotify.com/track/5LQX1fQ3OvDX3m5RPt2oxc,Estonia,5078.0,0.741,0.549,6.0,-8.732,0.156,0.319,1.97e-06,0.0659,0.391,87.479,183771.0,Rap
2307,Elisir,2,2019-06-07,"Tedua, Chris Nolan",https://open.spotify.com/track/7sbVjYS23l02aoYoUsKSbQ,Italy,606563.0,0.805,0.652,6.0,-7.399,0.0589,0.0461,0.0,0.103,0.436,127.863,174492.0,Rap
2308,Verpennt,2,2021-03-26,"187 Strassenbande, Bonez MC, LX, Sa4",https://open.spotify.com/track/38ymFU7u5XorxpySYJT0FA,Germany,595019.0,0.727,0.664,7.0,-7.26,0.352,0.22,0.0,0.127,0.558,90.32,193717.0,Rap
2309,Paraocchi,2,2021-09-12,BLANCO,https://open.spotify.com/track/40zkeKA3HRN8Nzo6kbNOCp,Italy,568964.0,0.566,0.938,9.0,-4.387,0.0709,0.0136,0.0,0.1,0.753,143.126,156084.0,Pop
2310,jumper,2,2020-08-24,chillwagon,https://open.spotify.com/track/7ECW1lx48ijNpYryKpTP5v,Poland,109814.0,0.744,0.756,7.0,-4.157,0.216,0.0201,0.0,0.0943,0.545,123.911,179304.0,Rap
2311,Lantas,2,2021-05-20,Juicy Luicy,https://open.spotify.com/track/1ZPVEo8RfmrEz8YAD5n6rW,Indonesia,238511.0,0.588,0.311,8.0,-8.143,0.025,0.791,0.0,0.352,0.545,86.022,234204.0,Pop
2312,Filter,2,2020-02-23,BTS,https://open.spotify.com/track/0ono6UCNVZ1XqOm6j78Blu,Saudi Arabia,8778.0,0.781,0.762,10.0,-5.188,0.0626,0.0222,0.0,0.121,0.86,110.042,180221.0,Pop
2313,CAZZO CULO (feat. Salmo),2,2021-03-26,"Massimo Pericolo, Crookers, Nic Sarno",https://open.spotify.com/track/20t66ReqDDum1dvDSlpZzk,Italy,420351.0,0.52,0.599,8.0,-5.837,0.168,0.0279,0.0,0.0958,0.492,158.094,233866.0,Rap
2314,The Woo (feat. 50 Cent & Roddy Ricch),2,2020-07-06,Pop Smoke,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,Canada,198639.0,0.49,0.618,1.0,-5.655,0.104,0.0221,3.77e-06,0.259,0.286,99.7,201600.0,Rap
2315,In Your Eyes,2,2020-03-21,The Weeknd,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,Canada,241490.0,0.667,0.719,7.0,-5.371,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520.0,Pop
2316,Marinero,2,2018-05-07,Maluma,https://open.spotify.com/track/0IEUbDOzcwi6Ju1ZAJ23rk,Bolivia,10387.0,0.58,0.491,7.0,-5.156,0.0473,0.683,0.0,0.122,0.843,83.81,189133.0,Pop
2317,Thriller,2,2021-10-31,Michael Jackson,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0,Canada,239684.0,0.773,0.859,11.0,-4.913,0.0747,0.0855,0.00018,0.914,0.813,118.458,357267.0,R&B
2318,Oli aikoi,2,2020-06-08,Mikael Gabriel,https://open.spotify.com/track/33iPN2mRcQUmrTDylFUY3r,Finland,47813.0,0.758,0.792,3.0,-6.272,0.0405,0.117,0.000773,0.0874,0.866,134.96,188040.0,Rap
2319,"ไม่ปล่อยมือ - From ""แปลรักฉันด้วยใจเธอ, Pt. 2""",2,2021-06-25,"Billkin, PP Krit",https://open.spotify.com/track/5y63Qnr10DFAqC6ZMzOkF4,Thailand,71325.0,0.513,0.585,10.0,-8.617,0.235,0.477,0.0,0.1,0.435,109.313,265655.0,Pop
2320,EVERYDAY,2,2018-04-06,WINNER,https://open.spotify.com/track/42rziXmwGA04hNSMi2MliA,Vietnam,6123.0,0.856,0.6,7.0,-4.712,0.0705,0.289,0.0,0.0607,0.711,120.022,206351.0,Pop
2321,Outta Time (feat. Drake),2,2020-10-02,Bryson Tiller,https://open.spotify.com/track/4SCnCPOUOUXUmCX2uHb3r7,South Africa,15026.0,0.714,0.582,5.0,-7.272,0.0808,0.0129,0.0,0.0774,0.338,92.819,198822.0,R&B
2322,Nacht zu kurz,2,2020-07-03,Luciano,https://open.spotify.com/track/6rc0vqoHYtF1J79fsIo9ia,Germany,795426.0,0.778,0.396,7.0,-10.556,0.343,0.0736,0.000134,0.0958,0.233,140.89,245107.0,Rap
2323,Mon Amour,2,2021-08-22,zzoilo,https://open.spotify.com/track/5liJEcanWV112vEe9uT8iP,Spain,489986.0,0.754,0.624,2.0,-8.508,0.0877,0.357,0.000162,0.109,0.174,116.011,173895.0,Pop
2324,Tt Va Bien,2,2021-05-17,Draganov,https://open.spotify.com/track/4Tid3jOcqtTtvGe4IQO5Kv,Morocco,17711.0,0.878,0.579,7.0,-10.702,0.207,0.224,9.24e-05,0.082,0.669,80.024,158723.0,Rap
2325,Aura,2,2018-08-24,"Ozuna, Arthur Hanlon",https://open.spotify.com/track/1AVu7Kc2MRrLfOG1RCEf07,Dominican Republic,15268.0,0.527,0.486,7.0,-5.267,0.0508,0.947,1.28e-06,0.119,0.255,107.906,187653.0,R&B
2326,Til Dovre Faller,2,2021-05-17,Johanne Holmedahl,https://open.spotify.com/track/3jpeo8JtADAgw5VViBifUN,Norway,114328.0,0.839,0.639,0.0,-6.036,0.0593,0.0243,0.0,0.0992,0.375,117.952,221205.0,Pop
2327,Het Leven Is Een Trip,2,2020-11-13,"Josylvio, Lijpe",https://open.spotify.com/track/5jOQ0W7YhM9FCtwCd1bNp8,Netherlands,207638.0,0.855,0.53,6.0,-7.751,0.317,0.155,0.000143,0.0988,0.388,108.04,188188.0,Rap
2328,Schlechtes Vorbild,2,2021-11-12,Shirin David,https://open.spotify.com/track/0oD0xGRc0X3GSv82JtH736,Germany,517147.0,0.71,0.576,10.0,-7.321,0.532,0.0672,0.0,0.118,0.61,76.285,177813.0,Rap
2329,BeautiFull,2,2021-06-25,TIX,https://open.spotify.com/track/6x9k1cXLTqDWagE7voMWv1,Norway,124881.0,0.567,0.714,2.0,-4.995,0.0358,0.057,0.0,0.0911,0.731,170.01,164288.0,Pop
2330,Saudade Sua,2,2020-05-23,Gusttavo Lima,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi,Brazil,580608.0,0.616,0.839,2.0,-2.895,0.106,0.292,0.0,0.268,0.348,147.883,210080.0,Country
2331,Kaikki On Hyvin,2,2018-04-06,Paperi T,https://open.spotify.com/track/4xdCEYcBPIjcgIF3LCn96l,Finland,75479.0,0.547,0.642,9.0,-8.567,0.125,0.685,0.0427,0.116,0.416,143.228,273000.0,Rap
2332,Slime DNA,2,2020-12-11,Thug Slime,https://open.spotify.com/track/0P8SRj6wJEYYmIB4t0jju6,Greece,24832.0,0.708,0.819,2.0,-5.259,0.354,0.4,0.0,0.109,0.471,173.932,220690.0,Rap
2333,Napoli,2,2021-09-13,"Dollypran, ElGrandeToto",https://open.spotify.com/track/3RgA5F34sshv7YfdAvRtne,Morocco,21652.0,0.77,0.511,0.0,-15.635,0.434,0.0778,0.0,0.102,0.382,140.026,234870.0,Rap
2334,Save Your Tears (with Ariana Grande) (Remix),2,2021-04-23,The Weeknd,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,United States,1723905.0,0.65,0.825,0.0,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,R&B
2335,Fine China,2,2018-10-19,"Future, Juice WRLD",https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,United States,1715989.0,0.656,0.542,7.0,-7.358,0.323,0.0484,0.0,0.126,0.551,166.111,141587.0,Rap
2336,Zaradi Tebe,2,2019-05-20,"Itzo Hazarta, Qvkata DLG",https://open.spotify.com/track/28swek0BccqB87s7pqkvv5,Bulgaria,7341.0,0.809,0.585,6.0,-8.207,0.293,0.548,1.21e-05,0.103,0.565,99.982,216969.0,Rap
2337,Sousou,2,2020-03-26,Jul,https://open.spotify.com/track/3dyoo6UNb2VlMTISBqrDb1,France,322936.0,0.876,0.859,6.0,-5.288,0.0512,0.43,0.0,0.108,0.668,124.952,237520.0,Rap
2338,Super ei,2,2017-04-10,Reket,https://open.spotify.com/track/5QKNDLFtaB9j8dohyPDFpu,Estonia,3856.0,0.563,0.841,11.0,-5.44,0.126,0.0647,0.0,0.0841,0.313,91.992,182720.0,Rap
2339,Vindaloo,2,2021-07-11,Fat Les,https://open.spotify.com/track/6rok0MW3ze4KBEng4ZBAna,United Kingdom,680527.0,0.647,0.969,9.0,-5.309,0.0763,0.117,0.0,0.241,0.342,120.052,221000.0,Pop
2340,Chained To The Rhythm,2,2017-02-10,"Katy Perry, Skip Marley",https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,Brazil,352101.0,0.448,0.801,0.0,-5.363,0.165,0.0733,0.0,0.146,0.462,189.798,237734.0,Pop
2341,Don’t Matter To Me (with Michael Jackson),2,2018-07-20,Drake,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,South Africa,3632.0,0.822,0.318,10.0,-12.391,0.0575,0.493,0.0128,0.11,0.138,102.998,245787.0,Pop
2342,OPPS (feat. Capo Plaza),2,2020-05-22,DrefGold,https://open.spotify.com/track/6TzJQdkvLetW6PTVBKKVNh,Italy,312391.0,0.692,0.616,5.0,-6.224,0.0571,0.0271,0.0,0.106,0.28,125.919,194286.0,Rap
2343,Kaksovine,2,2020-09-11,Gettomasa,https://open.spotify.com/track/34zL2yJ0Ej69jvHOOsN41H,Finland,83377.0,0.786,0.477,0.0,-6.387,0.329,0.62,0.000845,0.218,0.697,95.989,174476.0,Rap
2344,Ex,2,2020-10-02,"Ego, Pil C",https://open.spotify.com/track/4qHaxSfOvWcTIU8hfDVXNc,Slovakia,20996.0,0.738,0.791,11.0,-4.771,0.185,0.00751,0.0,0.399,0.758,95.088,117173.0,Rap
2345,Linger,2,2018-01-16,The Cranberries,https://open.spotify.com/track/1aLNpg2kKvUncflV8xE5AA,Ireland,41168.0,0.438,0.428,7.0,-14.861,0.0263,0.0841,4.63e-05,0.138,0.209,94.864,274760.0,Pop
2346,Disaster (feat. J Hus),2,2019-03-08,Dave,https://open.spotify.com/track/3rqmxZNh2BRgJ3BiCPFTSG,United Kingdom,468980.0,0.727,0.761,0.0,-5.686,0.436,0.619,0.0,0.077,0.706,91.108,240160.0,Rap
2347,Switch,2,2017-05-19,"Iggy Azalea, Anitta",https://open.spotify.com/track/02LZ1fGJE8fB56yTlCVMEV,Brazil,453625.0,0.914,0.624,11.0,-6.112,0.0531,0.00348,0.00389,0.395,0.346,109.977,189600.0,Pop
2348,Gotham City,2,2017-12-15,RAF Camora,https://open.spotify.com/track/2axf5shPhjS8qdaGr5MWaS,Austria,26528.0,0.803,0.857,5.0,-5.09,0.0626,0.234,0.00202,0.59,0.691,136.012,147023.0,Rap
2349,OK BB,2,2019-12-26,Lbenj,https://open.spotify.com/track/1Nyh4t2z67Lp7kiTDccWtu,Morocco,3281.0,0.91,0.635,5.0,-7.606,0.158,0.169,0.00124,0.114,0.875,115.977,206054.0,Rap
2350,NO SKRUB$,2,2020-04-24,"TopGunn, Medina",https://open.spotify.com/track/6iV6FxCwplHr8IzwdnX5xX,Denmark,87537.0,0.839,0.637,1.0,-6.825,0.0563,0.0415,0.0,0.0818,0.634,101.978,162853.0,Rap
2351,Rollin',2,2021-03-17,Brave Girls,https://open.spotify.com/track/2VJOpzv5sBpstCX9venJr5,South Korea,13313.0,0.69,0.878,1.0,-3.908,0.0917,0.0312,0.0,0.188,0.548,124.948,197694.0,Pop
2352,Empire,2,2018-10-05,"Sofiane, Kaaris",https://open.spotify.com/track/7qWsMxgCMFyjlnvLMocf4p,France,307754.0,0.884,0.79,8.0,-4.085,0.211,0.0488,0.0,0.0882,0.421,144.017,192240.0,Rap
2353,Bye Bye,2,2019-04-12,"Capital Bra, Nimo",https://open.spotify.com/track/60yqRJXgkrPEvP977ZIOWb,Switzerland,43741.0,0.92,0.76,0.0,-6.154,0.193,0.374,0.0,0.101,0.723,93.968,176823.0,Rap
2354,Mikrokosmos,2,2019-04-12,BTS,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC,Saudi Arabia,11426.0,0.58,0.858,8.0,-5.212,0.114,0.125,0.0,0.0502,0.475,174.039,224225.0,Pop
2355,TGV,2,2021-02-18,"LFERDA, Ali Ssamid",https://open.spotify.com/track/3iq27LtUMru3aYFjxv7qak,Morocco,22037.0,0.735,0.58,3.0,-8.044,0.315,0.482,0.000116,0.136,0.405,143.907,199506.0,Rap
2356,Vvvalsta,2,2021-08-08,VC Barre,https://open.spotify.com/track/2muh7P8rylTiI0IJIn2d3z,Sweden,144727.0,0.926,0.681,11.0,-7.734,0.222,0.0402,8.47e-05,0.345,0.812,135.944,157571.0,Rap
2357,Drapeau noir,2,2017-12-01,Booba,https://open.spotify.com/track/5SGoH6oXOUUWKpvuOzLEnM,France,455768.0,0.871,0.633,1.0,-5.745,0.221,0.572,2.79e-05,0.0753,0.598,133.965,203187.0,Rap
2358,Watch (feat. Lil Uzi Vert & Kanye West),2,2018-05-04,Travis Scott,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN,United States,2095463.0,0.706,0.559,4.0,-5.216,0.0416,0.0372,0.0,0.379,0.252,78.534,217405.0,Rap
2359,Zlato,2,2019-01-23,Viktor Sheen,https://open.spotify.com/track/0rKoRleUmhuf07uC9k79oC,Czech Republic,14982.0,0.767,0.767,9.0,-6.483,0.0497,0.0533,0.0,0.124,0.294,136.022,192634.0,Rap
2360,On My Own,2,2019-02-26,Bishara,https://open.spotify.com/track/0qJIETfXKVqyaWTyD5zog3,Sweden,191377.0,0.451,0.607,4.0,-4.233,0.0338,0.378,0.0,0.0955,0.181,139.807,192947.0,Pop
2361,No Time (feat. Lil Durk),2,2021-07-16,KSI,https://open.spotify.com/track/1vicAuW47ccp1l5mYmaWi7,United Arab Emirates,9339.0,0.651,0.725,1.0,-5.826,0.0747,0.296,0.0,0.324,0.446,79.878,180067.0,Rap
2362,Paradies,2,2018-07-13,"Ufo361, RAF Camora",https://open.spotify.com/track/1H2dpkHrEBDkSOcgmwiHD8,Austria,25310.0,0.753,0.485,10.0,-7.77,0.113,0.352,6.11e-06,0.138,0.241,135.999,231071.0,Rap
2363,Ruduo,2,2019-10-02,GJan,https://open.spotify.com/track/4NSoyEtwneF8Xyoe4lRBng,Lithuania,4138.0,0.636,0.444,0.0,-7.557,0.0346,0.171,0.000251,0.327,0.145,87.523,233143.0,Pop
2364,JCVD,2,2019-06-19,Jul,https://open.spotify.com/track/3iLcfPepO3XiWUuu1zwqsW,France,301824.0,0.847,0.83,7.0,-5.873,0.034,0.479,2.54e-06,0.068,0.895,130.05,194267.0,Rap
2365,Ensay,2,2019-09-08,"Saad Lamjarred, Mohamed Ramadan",https://open.spotify.com/track/6azjD02gDO2ZarIZMs3eRk,Egypt,3385.0,0.701,0.826,3.0,-6.515,0.0907,0.0601,0.0,0.186,0.707,122.056,224392.0,Pop
2366,Sbohem,2,2020-04-26,Nik Tendo,https://open.spotify.com/track/4yMHVqwhVJ0tgLUqxt5zAQ,Czech Republic,23325.0,0.793,0.513,3.0,-8.198,0.082,0.323,0.0,0.117,0.605,144.018,126667.0,Rap
2367,Attica,2,2020-10-19,Fy,https://open.spotify.com/track/7CTtCChuHNiqGwqMc03GZS,Greece,16414.0,0.674,0.513,0.0,-7.971,0.467,0.224,0.0,0.1,0.493,94.665,214468.0,Rap
2368,Hot Sauce,2,2021-05-10,NCT DREAM,https://open.spotify.com/track/6B8MM3PVQtUbZLay7tP7er,Thailand,70744.0,0.769,0.926,6.0,-1.627,0.0788,0.0127,0.0,0.285,0.551,100.034,195813.0,Pop
2369,DEUTSCHLAND,2,2019-08-07,Rammstein,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0,Latvia,3846.0,0.521,0.895,7.0,-5.242,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,322340.0,Rock
2370,San,2,2017-10-20,Orelsan,https://open.spotify.com/track/36SHbxigbf4iSCHdQVgy6V,France,432875.0,0.624,0.8,1.0,-6.061,0.436,0.396,0.0,0.0843,0.332,115.198,242333.0,Rap
2371,Canada Goose,2,2020-10-05,"Yasin, Dante",https://open.spotify.com/track/6eGCfZ3dIbBwv0WTJd13Mj,Sweden,157207.0,0.778,0.588,5.0,-8.882,0.169,0.346,5.24e-05,0.154,0.413,140.043,160286.0,Rap
2372,US (feat. Raja Kumari),2,2021-05-24,Sidhu Moose Wala,https://open.spotify.com/track/36cqlmc53NqlEUqPJdgUOx,India,233252.0,0.524,0.601,8.0,-6.112,0.0404,0.663,0.0,0.114,0.598,72.048,230069.0,Rap
2373,Che me chiamme a fa? (feat. Geolier),2,2021-02-19,Rocco Hunt,https://open.spotify.com/track/5uXJrO4X6m7Xp0HC3zeklj,Italy,320172.0,0.525,0.63,5.0,-7.246,0.528,0.699,0.0,0.145,0.439,88.905,165888.0,Rap
2374,Gib Gas,2,2019-05-17,"Ufo361, Luciano",https://open.spotify.com/track/7MqL7uh6zGd8x0B9srz3r0,Germany,965690.0,0.675,0.852,8.0,-4.529,0.0958,0.0712,0.179,0.667,0.277,74.996,173200.0,Rap
2375,SMS,2,2021-02-19,Samra,https://open.spotify.com/track/65WZOMvIcnObuLEEZvlksc,Germany,653003.0,0.526,0.71,1.0,-4.105,0.277,0.111,0.0,0.14,0.387,86.079,175389.0,Rap
2376,Jogo do Amor,2,2018-06-27,MC Bruninho,https://open.spotify.com/track/3MxbRHE1u74SoMNR9iURIZ,Brazil,450938.0,0.758,0.52,1.0,-6.405,0.0866,0.212,0.0,0.071,0.857,154.06,144039.0,Pop
2377,tokyo,2,2018-10-23,RM,https://open.spotify.com/track/4dF0mDPTlpjThf1mJyK83B,Vietnam,6515.0,0.447,0.263,5.0,-13.754,0.0342,0.828,0.0049,0.118,0.0721,147.161,208937.0,Rap
2378,GeForce,2,2021-03-30,"PRO8L3M, Kaz Bałagane, Szpaku",https://open.spotify.com/track/5fW7kCi1JS94MMFDepJvtb,Poland,169185.0,0.811,0.768,1.0,-5.165,0.224,0.0744,5.73e-06,0.14,0.404,127.9,212653.0,Rap
2379,What You Know Bout Love,2,2020-10-19,Pop Smoke,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,Australia,190761.0,0.709,0.548,10.0,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000.0,R&B
2380,Malediven,2,2019-05-31,MERO,https://open.spotify.com/track/0H0MIfeqip6GKmafftx7kC,Austria,40923.0,0.773,0.827,10.0,-6.446,0.176,0.315,0.0,0.123,0.884,159.87,169220.0,Rap
2381,Flamenco y Bachata,2,2021-04-13,Daviles de Novelda,https://open.spotify.com/track/6ynErSDSlxqsxg0D3LJ8sK,Spain,378910.0,0.769,0.871,10.0,-4.717,0.0286,0.266,1.24e-06,0.111,0.97,135.032,191333.0,Pop
2382,ARISTOCRAT,2,2021-06-20,MORGENSHTERN,https://open.spotify.com/track/0si4hbWQ2OwdxKLF6x5xEX,Ukraine,16515.0,0.851,0.583,1.0,-7.262,0.321,0.00238,0.0,0.104,0.365,170.1,126353.0,Rap
2383,Makayn Tahed,2,2021-09-11,Shobee,https://open.spotify.com/track/11OjsATzjmJr2LjiOTGlog,Morocco,18640.0,0.889,0.656,4.0,-8.456,0.202,0.153,3.3e-06,0.139,0.494,133.059,190496.0,Rap
2384,Text Ur Number (feat. DJ Sliink & Fetty Wap),2,2017-08-23,DJ Envy,https://open.spotify.com/track/62FbLMpG27j0z43nd1Hs2I,Bulgaria,2795.0,0.692,0.784,8.0,-5.349,0.0553,0.021,1.43e-05,0.414,0.737,139.95,242136.0,Pop
2385,Pull Up Game Strong,2,2017-07-28,"SBMG, Diquenza",https://open.spotify.com/track/2ar7h324zj4zNLHQa3Dipm,Netherlands,207962.0,0.802,0.902,1.0,-3.84,0.365,0.128,0.0,0.594,0.74,126.082,248095.0,Rap
2386,Midt om natten,2,2018-10-01,Kim Larsen,https://open.spotify.com/track/6FvyN8jVNDNsOREm5VDlex,Denmark,96023.0,0.95,0.382,10.0,-9.425,0.0495,0.333,0.00825,0.0798,0.607,115.93,262680.0,Rock
2387,Inolvidable,2,2020-06-05,"Ovy On The Drums, Beéle",https://open.spotify.com/track/0OTtnwUO8natNWSwdZvXVF,Paraguay,28652.0,0.84,0.543,0.0,-4.941,0.0568,0.678,0.0,0.128,0.74,139.929,225812.0,Pop
2388,Zrazu,2,2020-07-10,"Dame, Separ, Nerieš",https://open.spotify.com/track/7Gieaj2T8MbfwL9ioa8Sod,Slovakia,9995.0,0.878,0.697,1.0,-3.862,0.205,0.512,0.0,0.155,0.782,111.996,180000.0,Rap
2389,Sunnanvind,2,2019-06-21,Mares,https://open.spotify.com/track/4GK4mydvnsodLEHWb4zJV4,Sweden,218193.0,0.718,0.702,1.0,-6.845,0.0324,0.0184,1.27e-05,0.388,0.357,103.934,202410.0,Pop
2390,+,2,2019-12-20,"Aitana, Cali Y El Dandee",https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA,Spain,413714.0,0.561,0.666,8.0,-4.243,0.0322,0.106,0.0,0.123,0.675,160.019,219367.0,Pop
2391,Macron,2,2021-06-22,"7liwa, ISSAM",https://open.spotify.com/track/5NUIgRfevkEksRntRDczTc,Morocco,26476.0,0.767,0.574,8.0,-6.41,0.221,0.221,0.0,0.115,0.143,132.946,220150.0,Rap
2392,vija vija,2,2021-01-15,Dardan,https://open.spotify.com/track/5Hplvh1ZoVp6SNPvLIpcgS,Switzerland,31681.0,0.73,0.479,2.0,-10.202,0.0428,0.475,0.0,0.125,0.116,115.007,193173.0,Pop
2393,What Would I Know,2,2019-11-02,Jeremy Loops,https://open.spotify.com/track/4QWpLEDsKCCYCqBjz6aTL2,Luxembourg,2663.0,0.771,0.586,8.0,-7.058,0.048,0.217,0.000121,0.235,0.408,103.057,214533.0,Pop
2394,TENGO FE,2,2021-08-20,Feid,https://open.spotify.com/track/57pkksnRS4NOOphTmoRlK2,Colombia,144043.0,0.756,0.565,7.0,-4.555,0.0923,0.269,7.76e-06,0.313,0.517,159.95,146427.0,Pop
2395,Te Saule aust,2,2019-05-16,"Instrumenti, Prāta Vētra",https://open.spotify.com/track/62VZXeC3AwCXjdzggLl3CP,Latvia,4197.0,0.619,0.719,2.0,-4.413,0.0607,0.14,0.0,0.268,0.544,120.041,222288.0,Rock
2396,Jamais,2,2020-01-31,"Mister V, PLK",https://open.spotify.com/track/4jB8td98pbRVvTqtQ7I3MI,France,483792.0,0.643,0.643,6.0,-7.08,0.0905,0.474,0.0,0.102,0.81,149.956,194067.0,Rap
2397,Vafler,2,2019-06-20,"Albert Dyrlund, Sidney Lee, Jesu Brødre",https://open.spotify.com/track/1hLkVJtG5XaR18JUvHB5HN,Denmark,94021.0,0.811,0.861,6.0,-6.229,0.101,0.0736,0.0,0.105,0.839,143.948,158246.0,Pop
2398,Hollywood's Bleeding,2,2019-09-09,Post Malone,https://open.spotify.com/track/77Y7tccX9Hx5iClDr39uy9,Iceland,6180.0,0.405,0.646,4.0,-3.206,0.0476,0.331,0.0,0.103,0.17,130.218,156267.0,Pop
2399,灰色,2,2017-12-29,LaLa Hsu,https://open.spotify.com/track/1dIKxlEtHBABzk1DlRNCxc,Taiwan,20284.0,0.308,0.319,9.0,-7.361,0.031,0.809,2.81e-05,0.0992,0.259,140.917,322880.0,Pop
2400,I Like Me Better,2,2017-09-05,Lauv,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,Philippines,153116.0,0.752,0.505,9.0,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0,Pop
2401,Zenit,2,2019-11-01,RAF Camora,https://open.spotify.com/track/22RbqLRBiP2NJ9sbOHCiRl,Austria,38888.0,0.577,0.644,8.0,-7.703,0.253,0.619,2.32e-05,0.0978,0.267,114.821,122187.0,Rap
2402,On sait jamais (feat. Niska),2,2020-08-28,PLK,https://open.spotify.com/track/216QmkNpU3hIjeZtGocb9B,France,541177.0,0.764,0.812,7.0,-4.946,0.179,0.202,0.0,0.126,0.742,139.961,194973.0,Rap
2403,Времена,2,2020-08-07,Max Korzh,https://open.spotify.com/track/1OEl4TpljMftWIOskHP6dS,Russia,46141.0,0.463,0.644,11.0,-8.6,0.0493,0.124,0.00455,0.277,0.208,144.643,319241.0,Rap
2404,Sirenen (feat. AK Ausserkontrolle),2,2020-08-28,Kontra K,https://open.spotify.com/track/5AVPelpkccFdZdepfo2GhM,Germany,629141.0,0.74,0.722,0.0,-6.283,0.296,0.088,0.0,0.113,0.483,78.582,204551.0,Rap
2405,Flexim Ako Gott,2,2018-01-01,"Ego, Haha Crew, Yzomandias",https://open.spotify.com/track/3OQVYq5J8poPPdz4bwr4Dr,Slovakia,3889.0,0.444,0.854,1.0,-4.626,0.362,0.13,0.0,0.628,0.488,81.05,230320.0,Rap
2406,Uuh (feat. Branco & Kesi),2,2018-11-02,Benny Jamz,https://open.spotify.com/track/1wS6eqgFznjq4P11vtBH7k,Denmark,96089.0,0.76,0.779,11.0,-6.675,0.092,0.021,3.61e-05,0.186,0.594,151.977,214877.0,Rap
2407,Makhna,2,2019-12-21,"Tanishk Bagchi, Yasser Desai, Asees Kaur",https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga,India,110486.0,0.696,0.704,1.0,-7.876,0.0423,0.167,0.0,0.155,0.426,124.972,183000.0,Pop
2408,Tala Saman,2,2017-06-05,Floni,https://open.spotify.com/track/2MPv2lOStdWYpsLn0ShfxN,Iceland,7570.0,0.697,0.43,0.0,-12.988,0.0971,0.063,1.53e-05,0.13,0.324,140.0,189101.0,Rap
2409,Cigarette,2,2019-01-25,"Kaaris, SCH",https://open.spotify.com/track/1rTqrw4djb392jhfELKSl3,France,273450.0,0.61,0.711,11.0,-6.494,0.453,0.351,0.0,0.332,0.608,66.147,203413.0,Rap
2410,Take Me Back to London (feat. Stormzy),2,2019-07-12,Ed Sheeran,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0,United Kingdom,645555.0,0.885,0.762,8.0,-5.513,0.216,0.219,0.0,0.162,0.605,138.058,189733.0,Rap
2411,Skrjud,2,2018-11-18,"Dalyb, Nik Tendo",https://open.spotify.com/track/1rXQ7QPOWHYJD7FM1zqQVa,Slovakia,7191.0,0.711,0.756,5.0,-5.982,0.166,0.192,0.0,0.14,0.7,135.968,180882.0,Rap
2412,RS3,2,2021-09-27,Vargas,https://open.spotify.com/track/2fe4vq7z5vXpZoFBPtlDaU,Morocco,15703.0,0.768,0.72,2.0,-9.04,0.0536,0.0239,0.0,0.0942,0.494,127.033,232453.0,Rap
2413,Raffaello,2,2019-07-12,Shindy,https://open.spotify.com/track/7GGhY0m7PZ408BYVXgXtjt,Germany,880442.0,0.645,0.49,0.0,-9.198,0.105,0.193,1.41e-05,0.092,0.154,74.376,237561.0,Rap
