index,title,rank,date,artist,url,region,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
863,Etnaset,1,2021-11-26,Muslim - مُسلِم,https://open.spotify.com/track/5hiQSNo6jQbQ2m2gBZs7bU,Egypt,26331.0,0.444,0.5,1.0,-7.706,0.0,0.0666,0.804,2.05e-06,0.108,0.271,147.757,195598.0
864,Zygzak,1,2021-06-09,"Ekipa, Jacuś",https://open.spotify.com/track/3rIdqj3VcQ78Szji5UKSuR,Poland,186556.0,0.898,0.726,1.0,-5.743,1.0,0.237,0.00695,0.0,0.156,0.436,130.017,227538.0
865,Filur (feat. Gilli),1,2020-09-21,Larry 44,https://open.spotify.com/track/3V24y0ZuI8aEiWftSbGRmT,Denmark,109054.0,0.794,0.68,6.0,-8.053,0.0,0.256,0.458,0.0,0.0708,0.893,101.078,166337.0
866,Why Oh Why,1,2020-12-12,L.A.B.,https://open.spotify.com/track/2Jzb0W1Hl83lPMnRu0ehXR,New Zealand,51411.0,0.772,0.535,9.0,-9.034,1.0,0.0675,0.0131,0.00147,0.142,0.775,81.986,290160.0
867,Way 2 Sexy (with Future & Young Thug),1,2021-09-14,Drake,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG,United States,1710755.0,0.803,0.597,11.0,-6.035,0.0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605.0
868,Я в моменте,1,2021-06-09,"Dzharakhov, Markul",https://open.spotify.com/track/0sZ3fmbfUS5tMVzhXLXXPE,Russia,126651.0,0.821,0.511,9.0,-9.634,0.0,0.164,0.412,4.49e-06,0.169,0.501,143.022,126625.0
869,TELÉFONO,1,2018-08-14,Aitana,https://open.spotify.com/track/5h8VHxOBK1VWWj46T8fSly,Spain,418670.0,0.691,0.829,11.0,-4.627,0.0,0.158,0.102,0.000177,0.0698,0.564,172.161,163294.0
870,MIDDLE CHILD,1,2019-03-16,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,United States,1366354.0,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0
871,Karaoke,1,2020-07-01,"Boomdabash, Alessandra Amoroso",https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p,Italy,586724.0,0.929,0.625,1.0,-5.728,1.0,0.14,0.289,1.2e-06,0.386,0.578,122.03,156493.0
872,Kein Wort,1,2020-01-24,"Juju, Loredana, Miksu / Macloud",https://open.spotify.com/track/1hoLUVBx0ixX3kn0EX0P5n,Germany,1122702.0,0.746,0.592,6.0,-6.861,0.0,0.0914,0.462,1.17e-05,0.187,0.629,160.065,162094.0
873,ON (Feat. Sia),1,2020-02-21,BTS,https://open.spotify.com/track/3IB5qOeMayvpOdHxYCL5tZ,Egypt,6295.0,0.591,0.848,9.0,-4.397,0.0,0.0828,0.137,0.0,0.372,0.386,105.922,246816.0
874,銀河修理員,1,2020-04-15,Dear Jane,https://open.spotify.com/track/7zph1Irpw39AuLNCPe5JIc,Hong Kong,23360.0,0.425,0.792,7.0,-5.252,1.0,0.0505,0.319,0.0,0.128,0.367,140.007,232224.0
875,Olha a Explosão,1,2017-02-05,MC Kevinho,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn,Brazil,284576.0,0.774,0.611,6.0,-2.883,1.0,0.134,0.109,0.0,0.0805,0.388,89.995,161593.0
876,Hitaasti,1,2020-01-24,Evelina,https://open.spotify.com/track/3t37QkiFveNron3awrhj6C,Finland,90238.0,0.435,0.591,8.0,-5.117,1.0,0.0543,0.219,2.15e-06,0.17,0.396,95.578,212315.0
877,365247,1,2020-09-21,"Nik Tendo, Koky",https://open.spotify.com/track/23eCo8bIMO78K6YmOZmlZv,Czech Republic,38827.0,0.664,0.701,8.0,-7.504,0.0,0.173,0.35,0.0,0.169,0.734,77.51,213677.0
878,Dans l'espace (feat. Heuss l'Enfoiré),1,2020-01-24,Gambi,https://open.spotify.com/track/2KAkkba3PaYFegfmYpUITv,France,639533.0,0.916,0.57,1.0,-6.278,1.0,0.18,0.0286,1.96e-06,0.0851,0.7,110.05,169702.0
879,Husavik (My Hometown),1,2020-07-01,"Will Ferrell, My Marianne",https://open.spotify.com/track/6ofMKJjMpfDEb48JYEAgjX,Iceland,9940.0,0.509,0.46,6.0,-8.474,1.0,0.0335,0.523,0.0,0.112,0.291,133.016,202286.0
880,ZORO,1,2020-12-12,"AlbertNbn, Nane",https://open.spotify.com/track/1sFZc6xKUge2xe7B6NhFhF,Romania,13690.0,0.761,0.853,9.0,-4.24,1.0,0.292,0.235,8.27e-05,0.0484,0.563,83.959,182857.0
881,她沒在看我,1,2020-07-26,E.SO,https://open.spotify.com/track/5QbK5PrR9wbog3M5vVAn2n,Taiwan,44291.0,0.771,0.514,1.0,-8.952,1.0,0.0644,0.467,8.94e-06,0.088,0.155,98.959,178788.0
882,Fimi,1,2020-07-01,"Mad Clip, Josephine",https://open.spotify.com/track/1ObRO6vf0rLZJ57iT2Y3df,Greece,42679.0,0.829,0.788,1.0,-5.276,1.0,0.0807,0.051,0.0,0.0656,0.398,101.951,202353.0
883,Vuelve,1,2017-10-24,"Daddy Yankee, Bad Bunny",https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,Dominican Republic,8884.0,0.73,0.538,1.0,-5.612,1.0,0.0319,0.188,0.0,0.123,0.215,130.023,279613.0
884,Melodien (feat. Juju),1,2018-08-14,Capital Bra,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t,Germany,634021.0,0.751,0.529,11.0,-7.407,0.0,0.143,0.0849,0.0,0.0944,0.33,100.262,159518.0
885,Ge upp igen,1,2020-11-14,"Miriam Bryant, Yasin",https://open.spotify.com/track/5IONrCRMaQomlgoKpIoI8O,Sweden,293491.0,0.571,0.694,5.0,-5.697,0.0,0.165,0.839,2.18e-05,0.165,0.785,97.138,170227.0
886,Roman,1,2018-03-15,EDIS,https://open.spotify.com/track/1GeGwhJSkJGQLeZ7mdvDdm,Turkey,69777.0,0.746,0.633,10.0,-7.333,1.0,0.162,0.00496,0.0,0.151,0.359,96.006,228138.0
887,Upp Til Hópa,1,2018-08-14,"Herra Hnetusmjör, Ingi Bauer",https://open.spotify.com/track/3bM0moaEM1h0qpuFhD08FY,Iceland,9444.0,0.878,0.742,1.0,-7.733,1.0,0.0503,0.0482,0.0036,0.0469,0.544,122.012,138706.0
888,Waktu Yang Salah (feat. Thantri),1,2019-03-17,Fiersa Besari,https://open.spotify.com/track/25qm0qQzdRkWe96BKuaiHt,Indonesia,127838.0,0.665,0.276,7.0,-11.053,1.0,0.026,0.788,0.0,0.099,0.299,130.07,325947.0
889,Mä hiihdän,1,2017-01-06,Antti Tuisku,https://open.spotify.com/track/4OdVWcLwTqgFQJNAMLaur9,Finland,106889.0,0.479,0.616,2.0,-5.479,0.0,0.067,0.0754,0.0,0.102,0.371,180.17,176211.0
890,EVERY SINGLE DAY,1,2018-03-15,FELIX SANDMAN,https://open.spotify.com/track/5Ly489ABFjUgUQDXd1W2c5,Sweden,261696.0,0.536,0.252,11.0,-8.225,1.0,0.0504,0.794,0.0,0.124,0.395,135.675,184893.0
891,Kom Over,1,2018-05-12,KESI,https://open.spotify.com/track/6Lu7LCf7t7V6X7i4NQywcT,Denmark,146521.0,0.489,0.69,8.0,-5.352,1.0,0.0856,0.0859,0.0,0.288,0.651,98.0,196165.0
892,2CB,1,2021-09-15,"RAF Camora, Luciano",https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC,Austria,55103.0,0.819,0.722,10.0,-6.456,0.0,0.206,0.456,0.39,0.118,0.352,125.041,172289.0
893,ลาลาลอย (100%),1,2018-12-23,The Toys,https://open.spotify.com/track/3f3L2MP4oniV1bmSxGbcW4,Thailand,27903.0,0.685,0.738,2.0,-8.211,1.0,0.0327,0.252,0.0465,0.111,0.784,85.009,184000.0
894,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,1,2018-12-23,A-Lin,https://open.spotify.com/track/3ayrHkyorPEpeOBvZ76SwG,Taiwan,27903.0,0.363,0.233,7.0,-11.531,1.0,0.0499,0.901,4.79e-06,0.109,0.341,77.378,237000.0
895,Naarmuja (feat. IBE),1,2018-08-14,Benjamin,https://open.spotify.com/track/4uAFn0BeYwIkALu1ObuzXA,Finland,62954.0,0.724,0.717,7.0,-6.168,0.0,0.0353,0.0301,0.0,0.0809,0.372,122.979,202350.0
896,91's,1,2018-08-14,PNL,https://open.spotify.com/track/58st6r10Ze6QomHs0BMUA8,France,442119.0,0.777,0.668,4.0,-8.837,0.0,0.107,0.249,0.0,0.0778,0.243,103.036,237014.0
897,Chairaggione (feat. Salmo),1,2018-01-12,Nitro,https://open.spotify.com/track/0uTMLcUMjLJRzdxPCS7JmA,Italy,261025.0,0.724,0.761,1.0,-6.393,1.0,0.306,0.028,0.0,0.416,0.555,96.572,150960.0
898,Downtown,1,2017-12-14,"Anitta, J Balvin",https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,Brazil,437688.0,0.775,0.679,4.0,-4.985,0.0,0.135,0.18,7.26e-05,0.068,0.619,166.008,193456.0
899,شيل البيض,1,2020-12-12,Barry,https://open.spotify.com/track/7hu2FeFvzmrNWe6ldX8iqy,Saudi Arabia,21744.0,0.875,0.623,9.0,-6.713,0.0,0.15,0.0637,1.33e-05,0.0966,0.405,125.039,161942.0
900,Veleno 8 (feat. Gemitaiz),1,2021-11-13,MadMan,https://open.spotify.com/track/06OBAy97uVyHCZvonvgfE2,Italy,333814.0,0.837,0.732,2.0,-7.875,1.0,0.264,0.229,0.0,0.288,0.71,142.001,182473.0
901,Tilidin Weg,1,2020-08-01,Bonez MC,https://open.spotify.com/track/1g3J9W88hTG173ySZR6E9S,Austria,50565.0,0.882,0.53,10.0,-8.544,0.0,0.233,0.113,0.479,0.0838,0.171,109.09,180950.0
902,Красиви лъжи,1,2020-08-01,"Krisko, Galena",https://open.spotify.com/track/0fZTtyWq3HIfYzZNrRUNBl,Bulgaria,4512.0,0.724,0.929,9.0,-4.238,1.0,0.187,0.184,0.0,0.343,0.855,170.031,234481.0
903,Tivolit,1,2020-03-17,BEHM,https://open.spotify.com/track/2utt674vADrUfuHtwWZ6hn,Finland,60166.0,0.645,0.47,1.0,-9.044,0.0,0.0282,0.318,0.000511,0.0823,0.405,103.048,211477.0
904,Buwan,1,2018-12-23,juan karlos,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2,Philippines,239090.0,0.631,0.381,7.0,-11.808,1.0,0.04,0.447,0.000171,0.0902,0.36,126.008,343446.0
905,Verleden Tijd,1,2018-09-13,"Frenna, Lil Kleine",https://open.spotify.com/track/4kuexchmxuc5NXmokfo1WH,Netherlands,784517.0,0.771,0.661,10.0,-6.718,1.0,0.0916,0.131,5.45e-06,0.114,0.183,104.884,195469.0
906,"Ele É Ele, Eu Sou Eu",1,2021-02-21,"Wesley Safadão, Os Barões Da Pisadinha",https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw,Brazil,986056.0,0.758,0.763,1.0,-8.754,0.0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,155210.0
907,Look What You Made Me Do,1,2017-09-24,Taylor Swift,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,Hong Kong,13855.0,0.773,0.68,9.0,-6.378,0.0,0.141,0.213,1.57e-05,0.122,0.497,128.062,211859.0
908,U.S.A.,1,2018-08-14,DA PUMP,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,Japan,26261.0,0.653,0.992,7.0,-0.877,1.0,0.0587,0.0171,0.0,0.221,0.921,139.542,238493.0
909,Om Satori,1,2021-09-27,Wawi,https://open.spotify.com/track/6XMS10FrEEcZzQ5e56fG7j,Saudi Arabia,22586.0,0.806,0.914,9.0,-7.475,1.0,0.188,0.251,5.23e-06,0.197,0.78,132.848,162887.0
910,B.O.B.A.,1,2017-09-24,"JóiPé, Króli",https://open.spotify.com/track/6uP2DBITa982EzgIWSrlDY,Iceland,15957.0,0.837,0.605,5.0,-9.988,0.0,0.199,0.0196,2.69e-06,0.131,0.711,160.05,185250.0
911,不可愛教主,1,2021-07-19,Anson Lo 盧瀚霆,https://open.spotify.com/track/7zYZYyaMmfsc7Jp4ZHd6UX,Hong Kong,38486.0,0.656,0.445,1.0,-11.652,0.0,0.0291,0.445,6.09e-06,0.14,0.389,92.018,229888.0
912,Amar Pelos Dois,1,2017-05-21,Salvador Sobral,https://open.spotify.com/track/3UjSOJ00E1eLMcayBm827Q,Portugal,26090.0,0.215,0.0952,5.0,-17.769,1.0,0.0358,0.853,0.00426,0.261,0.16,172.692,185080.0
913,Drama,1,2018-06-22,"Bizzey, Boef",https://open.spotify.com/track/7iQKG3ZjRF4EEhUulo514R,Netherlands,308075.0,0.883,0.751,4.0,-4.718,1.0,0.0645,0.119,0.0337,0.125,0.726,99.964,176550.0
914,Vas A Quedarte,1,2018-11-30,Aitana,https://open.spotify.com/track/2b3JxLi8KAiOsD8ehnOxDZ,Spain,672005.0,0.395,0.508,7.0,-3.522,1.0,0.0326,0.795,3.63e-06,0.0627,0.168,89.859,226213.0
915,Vänta tills våren,1,2018-11-30,Håkan Hellström,https://open.spotify.com/track/3iamODg6JJkhG8iCME2CWG,Sweden,255554.0,0.449,0.452,7.0,-7.525,1.0,0.0281,0.69,0.0,0.0602,0.312,104.514,389738.0
916,Nera,1,2018-06-22,Irama,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX,Italy,409870.0,0.767,0.819,0.0,-5.114,1.0,0.105,0.136,0.0,0.165,0.799,133.997,174147.0
917,Jungle Girl,1,2021-08-11,"Young Leosia, Żabson",https://open.spotify.com/track/3oNKjHYfg4HAP1ivjUit9n,Poland,283635.0,0.962,0.619,2.0,-7.978,1.0,0.128,0.0962,0.000426,0.0327,0.558,125.019,178554.0
918,Trap Phone (feat. Capo Plaza),1,2018-09-13,Guè Pequeno,https://open.spotify.com/track/7iBEOLwjgoPVOXBNKwdoiq,Italy,285293.0,0.749,0.664,1.0,-5.414,0.0,0.0591,0.11,0.0,0.296,0.248,118.032,200533.0
919,Jerusalema (feat. Nomcebo Zikode),1,2020-08-27,Master KG,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi,Belgium,61270.0,0.88,0.483,1.0,-7.012,1.0,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,342613.0
920,Beautiful (feat. Camila Cabello),1,2018-09-13,Bazzi,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,Malaysia,31348.0,0.638,0.717,2.0,-4.722,1.0,0.0337,0.346,0.0,0.105,0.249,100.027,180000.0
921,Memories,1,2019-12-23,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,Philippines,275145.0,0.764,0.32,11.0,-7.209,1.0,0.0546,0.837,0.0,0.0822,0.575,91.019,189486.0
922,TEXAS (feat. JVG),1,2018-02-08,Haloo Helsinki!,https://open.spotify.com/track/5ULiEi3KOYP1l7h8VXAsBH,Finland,65012.0,0.664,0.928,0.0,-4.77,1.0,0.0928,0.0892,0.0,0.512,0.729,91.035,213464.0
923,BLUEBERRY,1,2020-12-11,Guzior,https://open.spotify.com/track/27gknDBOqYJmOFYyaOBAfa,Poland,148429.0,0.717,0.725,6.0,-6.287,0.0,0.162,0.467,0.0,0.0987,0.645,119.926,176000.0
924,Alucard,1,2020-10-17,Viktor Sheen,https://open.spotify.com/track/3EmK89vkqn2rZmu6Ow0D6G,Czech Republic,67752.0,0.75,0.711,11.0,-6.081,0.0,0.0429,0.285,2.25e-05,0.32,0.496,140.023,195429.0
925,Meu Pedaço de Pecado,1,2021-07-02,João Gomes,https://open.spotify.com/track/5dApIvFnEdEx0PZvPJF22d,Brazil,1019529.0,0.727,0.638,11.0,-8.687,0.0,0.067,0.484,0.0351,0.0815,0.913,152.059,159615.0
926,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",1,2017-01-05,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Sweden,190174.0,0.735,0.451,0.0,-8.374,1.0,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200.0
927,Cristal & МОЁТ (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix,1,2021-05-15,MORGENSHTERN,https://open.spotify.com/track/5MAQgObkQo8YHICDRqdYcg,Russia,100425.0,0.841,0.432,5.0,-7.604,0.0,0.175,0.339,0.0,0.164,0.49,105.039,219429.0
928,สายตาหลอกกันไม่ได้ (Eyes don't lie),1,2021-02-23,Ink Waruntorn,https://open.spotify.com/track/4CTgPJbgNQ031q8HzhTtq2,Thailand,77723.0,0.552,0.796,5.0,-6.227,0.0,0.125,0.0189,1.18e-06,0.22,0.697,172.128,188000.0
929,Oui,1,2018-06-23,"Sivas, NODE, Gilli",https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD,Denmark,97497.0,0.837,0.802,4.0,-6.507,0.0,0.188,0.0244,0.00874,0.307,0.453,127.008,188273.0
930,White Christmas,1,2021-11-26,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW,United States,1336399.0,0.317,0.158,9.0,-16.485,1.0,0.0381,0.673,0.353,0.338,0.247,130.503,177480.0
931,Goutte d'eau,1,2019-03-14,Ninho,https://open.spotify.com/track/5ojNTROUJJgCFFbdD3xTZn,France,308408.0,0.663,0.685,5.0,-6.163,0.0,0.163,0.678,0.0,0.122,0.312,137.834,157076.0
932,boyfriend (with Social House),1,2019-08-02,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,United States,2080337.0,0.4,0.795,10.0,-3.731,0.0,0.461,0.119,0.0,0.159,0.702,190.097,186107.0
933,A l'Ammoniaque,1,2018-06-23,PNL,https://open.spotify.com/track/6aH3QgooXRmx8k8jzrSm3V,France,572699.0,0.583,0.381,9.0,-10.033,0.0,0.0429,0.416,0.000226,0.0958,0.153,127.667,316378.0
934,FRANCHISE (feat. Young Thug & M.I.A.),1,2020-10-06,Travis Scott,https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ,Bulgaria,4980.0,0.835,0.699,8.0,-5.405,0.0,0.277,0.00671,0.0,0.195,0.547,154.981,202795.0
935,Berlin lebt,1,2018-06-23,Capital Bra,https://open.spotify.com/track/1zl1smQ584EZKCfLVeYWNq,Germany,444432.0,0.651,0.655,2.0,-6.652,1.0,0.373,0.139,1.45e-06,0.104,0.393,78.665,183829.0
936,Occidentali's Karma - Radio Edit,1,2017-02-21,Francesco Gabbani,https://open.spotify.com/track/00wxIcA1PPbqEzATkHT4e1,Italy,187960.0,0.668,0.834,10.0,-3.997,1.0,0.0758,0.0428,3.23e-06,0.104,0.565,114.07,217613.0
937,Closer,1,2017-01-05,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Taiwan,20907.0,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,244960.0
938,Tijolão - Ao Vivo,1,2019-09-01,Jorge & Mateus,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,Brazil,499112.0,0.637,0.877,4.0,-3.68,0.0,0.198,0.469,0.0,0.343,0.691,118.889,175219.0
939,Louboutin,1,2018-11-27,"Frenna, Jonna Fraser, Emms, Idaly",https://open.spotify.com/track/1nYj5Hv2ON80QokibDMvOE,Netherlands,341884.0,0.759,0.625,7.0,-7.933,1.0,0.191,0.121,0.0,0.0888,0.626,120.112,185834.0
940,Say You Won't Let Go,1,2017-01-05,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Singapore,36744.0,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,211467.0
941,"Bitch, hør her!",1,2018-09-14,Melina Johnsen,https://open.spotify.com/track/1vE38ibMSYKjDc82vY9pcq,Norway,125322.0,0.768,0.784,7.0,-7.725,1.0,0.311,0.0111,0.0,0.0516,0.512,130.025,156755.0
942,Melbourne,1,2020-08-01,"Morvasu, TangBadVoice",https://open.spotify.com/track/0nYZ6GR0fCPmxqjPOaPGjJ,Thailand,76039.0,0.879,0.631,10.0,-4.338,1.0,0.049,0.494,9.42e-06,0.436,0.656,106.999,182125.0
943,Starboy,1,2017-01-05,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Portugal,23933.0,0.681,0.594,7.0,-7.028,1.0,0.282,0.165,3.49e-06,0.134,0.535,186.054,230453.0
944,Borsello (feat. Sfera Ebbasta & DrefGold),1,2018-09-14,Guè Pequeno,https://open.spotify.com/track/6gAySqc7QK27KEASxmc7Ag,Italy,638786.0,0.77,0.584,2.0,-7.453,0.0,0.226,0.36,0.0,0.208,0.625,154.028,202827.0
945,Hãy Trao Cho Anh,1,2019-07-07,"Sơn Tùng M-TP, Snoop Dogg",https://open.spotify.com/track/0f5yQttJS5nNxRAleF4kZO,Vietnam,49591.0,0.715,0.724,3.0,-4.854,0.0,0.0425,0.0897,0.000269,0.157,0.818,96.014,245659.0
946,365 Tage,1,2020-04-17,"Samra, Capital Bra",https://open.spotify.com/track/6I2jabBRzwhiYHsSTqnrRC,Germany,723507.0,0.527,0.836,1.0,-4.848,1.0,0.463,0.434,0.0,0.128,0.496,87.417,251893.0
947,Maghreb Gang (feat. French Montana & Khaled),1,2019-06-12,Farid Bang,https://open.spotify.com/track/1IBUPdwV9TvaipSODdt8QY,Germany,604066.0,0.738,0.568,8.0,-5.341,1.0,0.186,0.0246,0.0,0.146,0.399,99.933,159800.0
948,Frühstück in Paris,1,2020-08-26,"Capital Bra, Cro",https://open.spotify.com/track/6qAxQhNfM909QrDGLYEocf,Austria,39929.0,0.744,0.644,8.0,-5.562,0.0,0.0641,0.229,0.0,0.204,0.577,96.852,151360.0
949,7,1,2021-01-03,"Ufo361, Bonez MC",https://open.spotify.com/track/3ipliatTDndCmnYGaNiAbI,Austria,35302.0,0.828,0.697,2.0,-7.962,1.0,0.252,0.0147,0.0264,0.106,0.629,167.997,148915.0
950,HANABI,1,2018-10-02,Mr.Children,https://open.spotify.com/track/77lmDcPPyY6kK907gdgC6i,Japan,22927.0,0.638,0.766,1.0,-5.541,1.0,0.0268,0.156,0.0,0.124,0.595,112.0,342773.0
951,רחוק מכולם,1,2018-10-02,Omer Adam,https://open.spotify.com/track/2ut3zQxLTnkUwVckocuNPM,Israel,6843.0,0.797,0.504,9.0,-6.149,0.0,0.0624,0.727,0.0,0.162,0.864,120.012,180216.0
952,Du måste finnas,1,2020-12-11,Newkid,https://open.spotify.com/track/5X2c4q56vzXntq4qX34ZOZ,Sweden,287290.0,0.411,0.49,0.0,-7.497,0.0,0.0548,0.291,0.0,0.0907,0.108,71.139,198473.0
953,Falling,1,2019-12-25,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,Estonia,3523.0,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382.0
954,Cambiare Adesso,1,2018-10-02,Dark Polo Gang,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7,Italy,397375.0,0.666,0.777,5.0,-3.143,0.0,0.0587,0.279,1.47e-06,0.197,0.588,79.999,228975.0
955,Hei rakas,1,2019-12-25,BEHM,https://open.spotify.com/track/0tc8HGXosQDC8TTAaON1TP,Finland,42017.0,0.68,0.411,11.0,-10.319,0.0,0.0282,0.43,1.52e-06,0.135,0.251,115.024,211671.0
956,LA FAMA (with The Weeknd),1,2021-11-12,ROSALÍA,https://open.spotify.com/track/6dmXZ9B5HdFAyzHeTneYBK,Spain,691143.0,0.77,0.302,0.0,-7.911,0.0,0.0466,0.946,3.38e-05,0.125,0.821,136.01,188103.0
957,KIKA,1,2018-11-28,"6ix9ine, Tory Lanez",https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,Canada,273714.0,0.745,0.715,1.0,-3.368,0.0,0.245,0.128,0.0,0.182,0.342,94.513,136032.0
958,ICE (feat. MORGENSHTERN),1,2020-08-01,MORGENSHTERN,https://open.spotify.com/track/2E5NGLtMqDmeijWcntP8Ca,Russia,92392.0,0.859,0.876,5.0,-5.14,0.0,0.368,0.081,0.00137,0.385,0.885,151.896,126000.0
959,ต่อจากนี้เพลงรักทุกเพลงจะเป็นของเธอเท่านั้น,1,2021-11-26,NO ONE ELSE,https://open.spotify.com/track/315ar0QJiyciYkdVJUGA3w,Thailand,78063.0,0.502,0.637,9.0,-6.214,1.0,0.0437,0.221,0.0,0.212,0.485,169.896,254500.0
960,BYE ME FUI,1,2020-05-11,Bad Bunny,https://open.spotify.com/track/0FktnzDqjClqU6iqOZVEs2,Bolivia,19033.0,0.712,0.599,5.0,-6.342,0.0,0.112,0.412,2.15e-05,0.103,0.588,179.788,178000.0
961,Solar Power,1,2021-06-11,Lorde,https://open.spotify.com/track/3KdoeNlEN0BoAKWzaRLNZa,New Zealand,75660.0,0.735,0.47,4.0,-9.405,1.0,0.1,0.266,0.000105,0.32,0.897,87.971,192621.0
962,Jail,1,2021-08-29,Kanye West,https://open.spotify.com/track/42ZrMq4BKsWDrrbMnMRYaK,Romania,22619.0,0.458,0.571,4.0,-6.739,1.0,0.0949,0.535,0.000305,0.0846,0.586,110.013,297000.0
963,"如果可以 - 電影""月老""主題曲",1,2021-11-26,WeiBird,https://open.spotify.com/track/72OVnXDzugvrCU25lMi9au,Taiwan,71684.0,0.54,0.54,3.0,-6.368,1.0,0.029,0.241,0.0,0.351,0.372,74.969,274400.0
964,JUNGLE,1,2018-11-28,MellemFingaMuzik,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM,Denmark,81980.0,0.793,0.551,6.0,-5.909,0.0,0.0795,0.322,0.0,0.186,0.572,142.066,209266.0
965,SHAWTY,1,2020-12-11,Luciano,https://open.spotify.com/track/2zeWbdSyAcN0O0r7em4j3B,Switzerland,46430.0,0.963,0.439,4.0,-6.791,0.0,0.107,0.145,0.000571,0.0877,0.628,125.996,183733.0
966,WITHOUT YOU,1,2021-01-03,The Kid LAROI,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,Australia,191154.0,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0
967,PAPARAZZI,1,2021-11-26,UZI,https://open.spotify.com/track/6gxLEbRJlorva6uVRW4gof,Turkey,483257.0,0.854,0.796,9.0,-5.871,0.0,0.216,0.464,1.21e-06,0.0684,0.382,109.995,164000.0
968,Rompe,1,2019-03-14,"Priceless, Frenna, Murda",https://open.spotify.com/track/4YaKdKVcrM6Gf5ZALtp0gI,Netherlands,263098.0,0.824,0.666,3.0,-5.734,0.0,0.286,0.179,0.000204,0.1,0.88,180.004,184401.0
969,Rich Rich,1,2020-02-21,Ufo361,https://open.spotify.com/track/3VFT90E0yYjdHSFoGv02us,Austria,52967.0,0.548,0.649,4.0,-4.796,0.0,0.29,0.0844,0.00044,0.13,0.222,141.853,204319.0
970,Europa,1,2020-09-07,"Taco Hemingway, Bedoes, Zeppy Zep",https://open.spotify.com/track/1MvKqm1tHKFUF88IKx7MKs,Poland,155079.0,0.754,0.638,11.0,-7.382,0.0,0.115,0.385,1.44e-05,0.0999,0.539,169.999,198187.0
971,CÓ CHẮC YÊU LÀ ĐÂY,1,2020-07-12,Sơn Tùng M-TP,https://open.spotify.com/track/2z9iLlNBt1aLZUCFgXby97,Vietnam,60343.0,0.746,0.724,10.0,-3.976,0.0,0.0498,0.119,2.09e-05,0.0506,0.596,95.003,202105.0
